antecedent,consequent,support,confidence,lift
{60042 86958 78656 83249},{15755 31717 62583},0.012,0.909,60.323
{60042 86958 78656 83249},{15755 31717 10413},0.012,0.909,60.323
{60042 86958 78656 10413},{31717 83249 62583},0.011,0.870,61.736
{60042 86958 78656 10413},{15755 83249 62583},0.012,0.889,61.981
{60042 86958 78656 10413},{15755 31717 62583},0.012,0.926,61.440
{60042 86958 78656 10413},{31717 15755 83249},0.012,0.926,61.440
{86958 78656 31717 62583},{60042 83249 10413},0.011,0.870,63.941
{86958 78656 31717 62583},{15755 83249 10413},0.012,0.889,61.981
{86958 78656 31717 62583},{60042 15755 83249},0.012,0.926,63.488
{86958 78656 31717 62583},{60042 15755 10413},0.012,0.926,63.488
{83249 86958 78656 31717},{60042 62583 10413},0.011,0.855,62.779
{83249 86958 78656 31717},{15755 62583 10413},0.012,0.873,60.854
{83249 86958 78656 31717},{60042 15755 62583},0.012,0.909,62.333
{83249 86958 78656 31717},{60042 15755 10413},0.012,0.909,62.333
{86958 78656 31717 10413},{60042 83249 62583},0.011,0.855,61.677
{86958 78656 31717 10413},{15755 83249 62583},0.012,0.873,60.854
{86958 78656 31717 10413},{60042 15755 62583},0.012,0.909,62.333
{86958 78656 31717 10413},{60042 15755 83249},0.012,0.909,62.333
{60042 86958 78656 31717},{62583 83249 10413},0.011,0.825,61.677
{60042 86958 78656 31717},{15755 83249 62583},0.012,0.877,61.166
{60042 86958 78656 31717},{15755 62583 10413},0.012,0.877,61.166
{60042 86958 78656 31717},{15755 83249 10413},0.012,0.877,61.166
{15755 78656 83249 62583},{60042 31717 10413},0.011,0.887,62.901
{15755 78656 83249 62583},{60042 86958 10413},0.012,0.906,62.098
{15755 78656 83249 62583},{86958 31717 10413},0.012,0.906,62.098
{15755 78656 83249 62583},{60042 86958 31717},0.012,0.943,61.605
{15755 78656 62583 10413},{31717 60042 83249},0.011,0.870,60.690
{15755 78656 62583 10413},{60042 86958 83249},0.012,0.889,59.949
{15755 78656 62583 10413},{31717 86958 83249},0.012,0.889,59.949
{15755 78656 62583 10413},{60042 86958 31717},0.012,0.926,60.464
{15755 78656 83249 10413},{60042 31717 62583},0.011,0.870,60.690
{15755 78656 83249 10413},{60042 86958 62583},0.012,0.889,60.948
{15755 78656 83249 10413},{86958 31717 62583},0.012,0.889,60.948
{15755 78656 83249 10413},{60042 86958 31717},0.012,0.926,60.464
{15755 78656 62583 60042},{31717 83249 10413},0.011,0.870,61.736
{15755 78656 62583 60042},{86958 83249 10413},0.012,0.889,63.050
{15755 78656 62583 60042},{31717 86958 83249},0.012,0.926,62.447
{15755 78656 62583 60042},{86958 31717 10413},0.012,0.926,63.488
{15755 78656 83249 60042},{62583 31717 10413},0.011,0.870,61.736
{15755 78656 83249 60042},{86958 62583 10413},0.012,0.889,64.156
{15755 78656 83249 60042},{86958 31717 62583},0.012,0.926,63.488
{15755 78656 83249 60042},{86958 31717 10413},0.012,0.926,63.488
{15755 78656 10413 60042},{31717 83249 62583},0.011,0.870,61.736
{15755 78656 10413 60042},{86958 83249 62583},0.012,0.889,63.050
{15755 78656 10413 60042},{86958 31717 62583},0.012,0.926,63.488
{15755 78656 10413 60042},{31717 86958 83249},0.012,0.926,62.447
{15755 78656 31717 62583},{60042 83249 10413},0.011,0.839,61.658
{15755 78656 31717 62583},{86958 83249 10413},0.012,0.857,60.798
{15755 78656 31717 62583},{60042 86958 83249},0.012,0.893,60.217
{15755 78656 31717 62583},{60042 86958 10413},0.012,0.893,61.220
{83249 15755 78656 31717},{60042 62583 10413},0.011,0.839,61.658
{83249 15755 78656 31717},{86958 62583 10413},0.012,0.857,61.865
{83249 15755 78656 31717},{60042 86958 62583},0.012,0.893,61.220
{83249 15755 78656 31717},{60042 86958 10413},0.012,0.893,61.220
{15755 78656 31717 10413},{60042 83249 62583},0.011,0.825,59.513
{15755 78656 31717 10413},{86958 83249 62583},0.012,0.842,59.731
{15755 78656 31717 10413},{60042 86958 62583},0.012,0.877,60.146
{15755 78656 31717 10413},{60042 86958 83249},0.012,0.877,59.160
{15755 78656 31717 60042},{62583 83249 10413},0.011,0.825,61.677
{15755 78656 31717 60042},{86958 83249 62583},0.012,0.877,62.220
{15755 78656 31717 60042},{86958 62583 10413},0.012,0.877,63.312
{15755 78656 31717 60042},{86958 83249 10413},0.012,0.877,62.220
{15755 86958 78656 62583},{60042 83249 10413},0.012,0.873,64.114
{15755 86958 78656 62583},{31717 83249 10413},0.012,0.873,61.903
{15755 86958 78656 62583},{31717 60042 83249},0.012,0.909,63.390
{15755 86958 78656 62583},{60042 31717 10413},0.012,0.909,64.483
{15755 86958 78656 83249},{60042 62583 10413},0.012,0.857,62.969
{15755 86958 78656 83249},{62583 31717 10413},0.012,0.857,60.798
{15755 86958 78656 83249},{60042 31717 62583},0.012,0.893,62.258
{15755 86958 78656 83249},{60042 31717 10413},0.012,0.893,63.331
{15755 86958 78656 10413},{60042 83249 62583},0.012,0.857,61.865
{15755 86958 78656 10413},{31717 83249 62583},0.012,0.857,60.798
{15755 86958 78656 10413},{60042 31717 62583},0.012,0.893,62.258
{15755 86958 78656 10413},{31717 60042 83249},0.012,0.893,62.258
{15755 86958 78656 60042},{62583 83249 10413},0.012,0.828,61.903
{15755 86958 78656 60042},{31717 83249 62583},0.012,0.862,61.147
{15755 86958 78656 60042},{62583 31717 10413},0.012,0.862,61.147
{15755 86958 78656 60042},{31717 83249 10413},0.012,0.862,61.147
{15755 86958 78656 31717},{62583 83249 10413},0.012,0.814,60.854
{15755 86958 78656 31717},{60042 83249 62583},0.012,0.847,61.166
{15755 86958 78656 31717},{60042 62583 10413},0.012,0.847,62.258
{15755 86958 78656 31717},{60042 83249 10413},0.012,0.847,62.258
{55776 40313 13338 54114},{3551 19778 33551},0.007,0.909,93.500
{55776 40313 13338 54114},{78277 19778 33551},0.008,0.939,96.617
{55776 19778 13338 54114},{40313 3551 33551},0.007,0.833,92.658
{55776 19778 13338 54114},{3551 78277 33551},0.008,0.861,93.227
{55776 19778 13338 54114},{40313 78277 33551},0.008,0.861,93.227
{13338 40313 19778 54114},{55776 3551 33551},0.007,0.833,90.219
{13338 40313 19778 54114},{3551 78277 33551},0.008,0.889,96.234
{13338 40313 19778 54114},{55776 78277 33551},0.008,0.861,95.746
{55776 40313 19778 54114},{13338 3551 33551},0.007,0.811,90.153
{55776 40313 19778 54114},{3551 78277 33551},0.008,0.865,93.633
{55776 40313 19778 54114},{13338 78277 33551},0.008,0.838,93.159
{55776 40313 13338 19778},{3551 54114 33551},0.007,0.909,91.220
{55776 40313 13338 19778},{78277 54114 33551},0.008,0.939,94.260
{13338 19778 54114 33551},{55776 40313 3551},0.007,0.789,92.797
{13338 19778 54114 33551},{55776 3551 78277},0.008,0.816,95.890
{13338 19778 54114 33551},{40313 3551 78277},0.008,0.842,98.983
{13338 19778 54114 33551},{55776 40313 78277},0.008,0.816,98.711
{55776 19778 54114 33551},{13338 40313 3551},0.007,0.769,93.077
{55776 19778 54114 33551},{13338 3551 78277},0.008,0.795,93.432
{55776 19778 54114 33551},{40313 3551 78277},0.008,0.821,96.445
{55776 19778 54114 33551},{13338 40313 78277},0.008,0.795,96.179
{55776 13338 19778 33551},{40313 3551 54114},0.007,0.857,92.797
{55776 13338 19778 33551},{3551 54114 78277},0.008,0.886,95.890
{55776 13338 19778 33551},{40313 78277 54114},0.008,0.886,95.890
{55776 13338 54114 33551},{40313 3551 19778},0.007,0.833,90.219
{55776 13338 54114 33551},{19778 3551 78277},0.008,0.861,95.746
{55776 13338 54114 33551},{40313 78277 19778},0.008,0.861,93.227
{40313 19778 54114 33551},{13338 3551 55776},0.007,0.750,88.157
{40313 19778 54114 33551},{13338 3551 78277},0.008,0.800,94.034
{40313 19778 54114 33551},{55776 3551 78277},0.008,0.800,94.034
{40313 19778 54114 33551},{13338 78277 55776},0.008,0.775,93.775
{13338 40313 19778 33551},{55776 3551 54114},0.007,0.857,90.418
{13338 40313 19778 33551},{3551 54114 78277},0.008,0.914,98.983
{13338 40313 19778 33551},{55776 78277 54114},0.008,0.886,98.482
{13338 40313 54114 33551},{55776 3551 19778},0.007,0.857,92.797
{13338 40313 54114 33551},{19778 3551 78277},0.008,0.914,101.659
{13338 40313 54114 33551},{55776 78277 19778},0.008,0.886,101.217
{55776 40313 19778 33551},{13338 3551 54114},0.007,0.833,90.219
{55776 40313 19778 33551},{3551 54114 78277},0.008,0.889,96.234
{55776 40313 19778 33551},{13338 78277 54114},0.008,0.861,95.746
{55776 40313 54114 33551},{13338 3551 19778},0.007,0.833,92.658
{55776 40313 54114 33551},{19778 3551 78277},0.008,0.889,98.835
{55776 40313 54114 33551},{13338 78277 19778},0.008,0.861,98.406
{55776 40313 13338 33551},{19778 3551 54114},0.007,0.938,94.070
{55776 40313 13338 33551},{19778 78277 54114},0.008,0.969,99.636
{19778 54114 33551 3551},{13338 40313 55776},0.007,0.750,93.500
{19778 54114 33551 3551},{13338 78277 55776},0.008,0.775,93.775
{19778 54114 33551 3551},{13338 40313 78277},0.008,0.800,96.800
{19778 54114 33551 3551},{55776 40313 78277},0.008,0.800,96.800
{13338 3551 19778 33551},{55776 40313 54114},0.007,0.833,92.658
{13338 3551 19778 33551},{55776 78277 54114},0.008,0.861,95.746
{13338 3551 19778 33551},{40313 78277 54114},0.008,0.889,96.234
{13338 3551 54114 33551},{55776 40313 19778},0.007,0.811,90.153
{13338 3551 54114 33551},{55776 78277 19778},0.008,0.838,95.746
{13338 3551 54114 33551},{40313 78277 19778},0.008,0.865,93.633
{13338 19778 54114 3551},{55776 40313 33551},0.007,0.811,92.658
{13338 19778 54114 3551},{55776 78277 33551},0.008,0.838,93.159
{13338 19778 54114 3551},{40313 78277 33551},0.008,0.865,93.633
{55776 3551 19778 33551},{13338 40313 54114},0.007,0.811,92.658
{55776 3551 19778 33551},{13338 78277 54114},0.008,0.838,93.159
{55776 3551 19778 33551},{40313 78277 54114},0.008,0.865,93.633
{55776 3551 54114 33551},{13338 40313 19778},0.007,0.789,90.219
{55776 3551 54114 33551},{13338 78277 19778},0.008,0.816,93.227
{55776 3551 54114 33551},{40313 78277 19778},0.008,0.842,91.169
{55776 19778 54114 3551},{13338 40313 33551},0.007,0.789,92.797
{55776 19778 54114 3551},{13338 78277 33551},0.008,0.816,90.707
{55776 19778 54114 3551},{40313 78277 33551},0.008,0.842,91.169
{55776 13338 33551 3551},{40313 19778 54114},0.007,0.882,88.537
{55776 13338 33551 3551},{19778 78277 54114},0.008,0.912,93.775
{55776 13338 19778 3551},{40313 54114 33551},0.007,0.882,90.750
{55776 13338 19778 3551},{78277 54114 33551},0.008,0.912,91.488
{55776 13338 54114 3551},{40313 19778 33551},0.007,0.857,88.157
{55776 13338 54114 3551},{78277 19778 33551},0.008,0.886,91.096
{40313 3551 19778 33551},{13338 54114 55776},0.007,0.811,90.153
{40313 3551 19778 33551},{13338 78277 54114},0.008,0.865,96.164
{40313 3551 19778 33551},{55776 78277 54114},0.008,0.865,96.164
{40313 3551 54114 33551},{13338 19778 55776},0.007,0.811,92.658
{40313 3551 54114 33551},{13338 78277 19778},0.008,0.865,98.835
{40313 3551 54114 33551},{55776 78277 19778},0.008,0.865,98.835
{40313 19778 54114 3551},{13338 55776 33551},0.007,0.789,90.219
{40313 19778 54114 3551},{13338 78277 33551},0.008,0.842,93.633
{40313 19778 54114 3551},{55776 78277 33551},0.008,0.842,93.633
{13338 40313 3551 33551},{55776 19778 54114},0.007,0.909,93.500
{13338 40313 3551 33551},{19778 78277 54114},0.008,0.970,99.733
{13338 40313 3551 19778},{55776 54114 33551},0.007,0.882,90.750
{13338 40313 3551 19778},{78277 54114 33551},0.008,0.941,94.439
{13338 40313 3551 54114},{55776 19778 33551},0.007,0.882,93.077
{13338 40313 3551 54114},{78277 19778 33551},0.008,0.941,96.800
{55776 40313 3551 33551},{13338 19778 54114},0.007,0.882,93.077
{55776 40313 3551 33551},{19778 78277 54114},0.008,0.941,96.800
{55776 40313 3551 19778},{13338 54114 33551},0.007,0.857,90.418
{55776 40313 3551 19778},{78277 54114 33551},0.008,0.914,91.741
{55776 40313 3551 54114},{13338 19778 33551},0.007,0.857,92.797
{55776 40313 3551 54114},{78277 19778 33551},0.008,0.914,94.034
{55776 40313 13338 3551},{19778 54114 33551},0.007,0.968,92.588
{3551 19778 33551 78277},{13338 54114 55776},0.008,0.838,93.159
{3551 19778 33551 78277},{13338 40313 54114},0.008,0.865,98.835
{3551 19778 33551 78277},{55776 40313 54114},0.008,0.865,96.164
{3551 54114 33551 78277},{13338 19778 55776},0.008,0.816,93.227
{3551 54114 33551 78277},{13338 40313 19778},0.008,0.842,96.234
{3551 54114 33551 78277},{55776 40313 19778},0.008,0.842,93.633
{19778 54114 78277 3551},{13338 55776 33551},0.008,0.838,95.746
{19778 54114 78277 3551},{13338 40313 33551},0.008,0.865,101.659
{19778 54114 78277 3551},{55776 40313 33551},0.008,0.865,98.835
{19778 54114 33551 78277},{13338 3551 55776},0.008,0.775,91.096
{19778 54114 33551 78277},{13338 40313 3551},0.008,0.800,96.800
{19778 54114 33551 78277},{55776 40313 3551},0.008,0.800,94.034
{19778 54114 33551 78277},{13338 40313 55776},0.008,0.775,96.617
{13338 3551 78277 33551},{55776 19778 54114},0.008,0.886,91.096
{13338 3551 78277 33551},{40313 19778 54114},0.008,0.914,91.741
{13338 3551 19778 78277},{55776 54114 33551},0.008,0.912,93.775
{13338 3551 19778 78277},{40313 54114 33551},0.008,0.941,96.800
{13338 78277 19778 33551},{55776 3551 54114},0.008,0.861,90.836
{13338 78277 19778 33551},{40313 3551 54114},0.008,0.889,96.234
{13338 78277 19778 33551},{55776 40313 54114},0.008,0.861,95.746
{13338 3551 54114 78277},{55776 19778 33551},0.008,0.886,93.432
{13338 3551 54114 78277},{40313 19778 33551},0.008,0.914,94.034
{13338 78277 54114 33551},{55776 3551 19778},0.008,0.838,90.707
{13338 78277 54114 33551},{40313 3551 19778},0.008,0.865,93.633
{13338 78277 54114 33551},{55776 40313 19778},0.008,0.838,93.159
{13338 19778 54114 78277},{55776 3551 33551},0.008,0.861,93.227
{13338 19778 54114 78277},{40313 3551 33551},0.008,0.889,98.835
{13338 19778 54114 78277},{55776 40313 33551},0.008,0.861,98.406
{55776 3551 78277 33551},{13338 19778 54114},0.008,0.886,93.432
{55776 3551 78277 33551},{40313 19778 54114},0.008,0.914,91.741
{55776 3551 19778 78277},{13338 54114 33551},0.008,0.912,96.179
{55776 3551 19778 78277},{40313 54114 33551},0.008,0.941,96.800
{55776 78277 19778 33551},{13338 3551 54114},0.008,0.861,93.227
{55776 78277 19778 33551},{40313 3551 54114},0.008,0.889,96.234
{55776 78277 19778 33551},{13338 40313 54114},0.008,0.861,98.406
{55776 3551 54114 78277},{13338 19778 33551},0.008,0.886,95.890
{55776 3551 54114 78277},{40313 19778 33551},0.008,0.914,94.034
{55776 78277 54114 33551},{13338 3551 19778},0.008,0.838,93.159
{55776 78277 54114 33551},{40313 3551 19778},0.008,0.865,93.633
{55776 78277 54114 33551},{13338 40313 19778},0.008,0.838,95.746
{55776 19778 54114 78277},{13338 3551 33551},0.008,0.861,95.746
{55776 19778 54114 78277},{40313 3551 33551},0.008,0.889,98.835
{55776 19778 54114 78277},{13338 40313 33551},0.008,0.861,101.217
{55776 13338 78277 3551},{19778 54114 33551},0.008,0.969,92.685
{55776 13338 78277 33551},{19778 3551 54114},0.008,0.912,91.488
{55776 13338 78277 33551},{40313 19778 54114},0.008,0.912,91.488
{55776 13338 19778 78277},{3551 54114 33551},0.008,0.939,94.260
{55776 13338 19778 78277},{40313 54114 33551},0.008,0.939,96.617
{55776 13338 54114 78277},{3551 19778 33551},0.008,0.912,93.775
{55776 13338 54114 78277},{40313 19778 33551},0.008,0.912,93.775
{40313 3551 78277 33551},{13338 19778 54114},0.008,0.914,96.445
{40313 3551 78277 33551},{55776 19778 54114},0.008,0.914,94.034
{40313 3551 19778 78277},{13338 54114 33551},0.008,0.914,96.445
{40313 3551 19778 78277},{55776 54114 33551},0.008,0.914,94.034
{40313 78277 19778 33551},{13338 3551 54114},0.008,0.842,91.169
{40313 78277 19778 33551},{55776 3551 54114},0.008,0.842,88.831
{40313 78277 19778 33551},{13338 54114 55776},0.008,0.816,90.707
{40313 3551 54114 78277},{13338 19778 33551},0.008,0.914,98.983
{40313 3551 54114 78277},{55776 19778 33551},0.008,0.914,96.445
{40313 78277 54114 33551},{13338 3551 19778},0.008,0.842,93.633
{40313 78277 54114 33551},{55776 3551 19778},0.008,0.842,91.169
{40313 78277 54114 33551},{13338 19778 55776},0.008,0.816,93.227
{40313 19778 54114 78277},{13338 3551 33551},0.008,0.842,93.633
{40313 19778 54114 78277},{55776 3551 33551},0.008,0.842,91.169
{40313 19778 54114 78277},{13338 55776 33551},0.008,0.816,93.227
{13338 40313 3551 78277},{19778 54114 33551},0.008,1.000,95.674
{13338 40313 78277 33551},{19778 3551 54114},0.008,0.941,94.439
{13338 40313 78277 33551},{55776 19778 54114},0.008,0.912,93.775
{13338 40313 78277 19778},{3551 54114 33551},0.008,0.941,94.439
{13338 40313 78277 19778},{55776 54114 33551},0.008,0.912,93.775
{13338 40313 78277 54114},{3551 19778 33551},0.008,0.941,96.800
{13338 40313 78277 54114},{55776 19778 33551},0.008,0.912,96.179
{55776 40313 3551 78277},{19778 54114 33551},0.008,1.000,95.674
{55776 40313 78277 33551},{19778 3551 54114},0.008,0.941,94.439
{55776 40313 78277 33551},{13338 19778 54114},0.008,0.912,96.179
{55776 40313 78277 19778},{3551 54114 33551},0.008,0.941,94.439
{55776 40313 78277 19778},{13338 54114 33551},0.008,0.912,96.179
{55776 40313 78277 54114},{3551 19778 33551},0.008,0.941,96.800
{55776 40313 78277 54114},{13338 19778 33551},0.008,0.912,98.711
{55776 40313 13338 78277},{19778 54114 33551},0.008,1.000,95.674
{95398 92490 12305 51657},{24746 88631 7190},0.020,0.828,36.640
{95398 92490 7190 51657},{24746 88631 12305},0.020,0.863,37.777
{92490 7190 12305 51657},{95398 24746 88631},0.020,0.863,37.379
{95398 92490 12305 7190},{24746 88631 51657},0.020,0.863,37.777
{95398 7190 12305 51657},{92490 24746 88631},0.020,0.854,38.196
{92490 24746 7190 51657},{95398 88631 12305},0.020,0.901,38.616
{95398 92490 24746 7190},{88631 12305 51657},0.020,0.901,39.022
{95398 24746 7190 51657},{92490 88631 12305},0.020,0.882,38.183
{95398 92490 24746 51657},{88631 12305 7190},0.020,0.863,37.379
{92490 24746 12305 7190},{95398 88631 51657},0.020,0.901,38.616
{24746 7190 12305 51657},{95398 92490 88631},0.020,0.891,39.009
{92490 24746 12305 51657},{95398 88631 7190},0.020,0.863,37.379
{95398 24746 12305 7190},{92490 88631 51657},0.020,0.882,38.589
{95398 92490 24746 12305},{51657 88631 7190},0.020,0.863,37.777
{95398 24746 12305 51657},{92490 88631 7190},0.020,0.854,37.785
{92490 24746 88631 7190},{95398 12305 51657},0.020,0.932,37.583
{24746 88631 7190 51657},{95398 92490 12305},0.020,0.911,37.112
{92490 24746 88631 51657},{95398 12305 7190},0.020,0.911,37.862
{92490 88631 7190 51657},{95398 24746 12305},0.020,0.911,37.862
{95398 24746 88631 7190},{92490 12305 51657},0.020,0.901,36.704
{95398 92490 88631 24746},{51657 12305 7190},0.020,0.911,38.248
{95398 92490 88631 7190},{24746 12305 51657},0.020,0.911,38.248
{95398 24746 88631 51657},{92490 12305 7190},0.020,0.891,37.417
{95398 88631 7190 51657},{92490 24746 12305},0.020,0.891,37.802
{95398 92490 88631 51657},{24746 12305 7190},0.020,0.891,38.598
{24746 88631 12305 7190},{95398 92490 51657},0.020,0.911,37.112
{92490 24746 88631 12305},{95398 51657 7190},0.020,0.911,37.862
{92490 88631 12305 7190},{95398 24746 51657},0.020,0.901,37.446
{24746 88631 12305 51657},{95398 92490 7190},0.020,0.901,38.218
{88631 7190 12305 51657},{95398 92490 24746},0.020,0.901,38.218
{92490 88631 12305 51657},{95398 24746 7190},0.020,0.891,38.196
{95398 24746 88631 12305},{92490 51657 7190},0.020,0.891,37.802
{95398 88631 12305 7190},{92490 24746 51657},0.020,0.891,37.802
{95398 92490 88631 12305},{51657 24746 7190},0.020,0.891,38.598
{95398 88631 12305 51657},{92490 24746 7190},0.020,0.882,39.004
{54368 75418 90898 3861},{69054 61069 46785},0.007,0.882,113.438
{54368 75418 90898 3861},{99608 69054 61069},0.007,0.882,113.438
{54368 75418 90898 3861},{99608 69054 46785},0.008,0.912,117.219
{54368 75418 90898 3861},{99608 61069 46785},0.008,0.912,117.219
{54368 75418 90898 3861},{69054 26892 61069},0.007,0.882,110.000
{54368 75418 90898 3861},{99608 26892 46785},0.007,0.882,117.097
{90898 75418 46785 3861},{54368 69054 61069},0.007,0.909,110.000
{90898 75418 46785 3861},{99608 69054 61069},0.007,0.909,116.875
{90898 75418 46785 3861},{54368 99608 69054},0.008,0.939,117.111
{90898 75418 46785 3861},{54368 99608 61069},0.008,0.939,117.111
{90898 75418 46785 3861},{54368 99608 26892},0.007,0.909,116.875
{54368 46785 90898 3861},{75418 69054 61069},0.007,0.909,110.000
{54368 46785 90898 3861},{99608 69054 61069},0.007,0.909,116.875
{54368 46785 90898 3861},{75418 69054 99608},0.008,0.939,117.111
{54368 46785 90898 3861},{75418 99608 61069},0.008,0.939,117.111
{54368 46785 90898 3861},{75418 26892 99608},0.007,0.909,116.875
{54368 75418 46785 3861},{90898 69054 61069},0.007,0.882,110.000
{54368 75418 46785 3861},{99608 69054 61069},0.008,0.912,117.219
{54368 75418 46785 3861},{90898 99608 69054},0.008,0.912,117.219
{54368 75418 46785 3861},{90898 99608 61069},0.008,0.912,117.219
{54368 75418 46785 3861},{99608 69054 26892},0.007,0.882,117.097
{54368 75418 46785 3861},{99608 26892 61069},0.007,0.882,117.097
{54368 75418 46785 3861},{69054 26892 61069},0.007,0.882,110.000
{54368 75418 46785 3861},{90898 99608 26892},0.007,0.882,117.097
{54368 75418 90898 46785},{3861 69054 61069},0.007,0.882,113.438
{54368 75418 90898 46785},{99608 69054 61069},0.007,0.882,113.438
{54368 75418 90898 46785},{99608 69054 3861},0.008,0.912,117.219
{54368 75418 90898 46785},{3861 99608 61069},0.008,0.912,117.219
{54368 75418 90898 46785},{69054 26892 61069},0.007,0.882,110.000
{54368 75418 90898 46785},{99608 26892 3861},0.007,0.882,117.097
{90898 46785 61069 3861},{54368 75418 69054},0.007,0.968,113.751
{90898 46785 61069 3861},{75418 69054 99608},0.007,0.968,120.645
{90898 46785 61069 3861},{54368 99608 69054},0.007,0.968,120.645
{90898 46785 61069 3861},{54368 75418 99608},0.008,1.000,117.543
{75418 61069 46785 3861},{54368 69054 90898},0.007,0.938,113.438
{75418 61069 46785 3861},{90898 99608 69054},0.007,0.938,120.527
{75418 61069 46785 3861},{54368 99608 69054},0.008,0.969,120.771
{75418 61069 46785 3861},{54368 99608 90898},0.008,0.969,117.219
{75418 61069 46785 3861},{99608 69054 26892},0.007,0.938,124.415
{75418 61069 46785 3861},{54368 99608 26892},0.007,0.938,120.527
{75418 61069 46785 3861},{54368 69054 26892},0.007,0.938,116.875
{90898 75418 61069 46785},{54368 69054 3861},0.007,0.938,116.875
{90898 75418 61069 46785},{99608 69054 3861},0.007,0.938,120.527
{90898 75418 61069 46785},{54368 99608 69054},0.007,0.938,116.875
{90898 75418 61069 46785},{54368 99608 3861},0.008,0.969,117.219
{90898 75418 61069 46785},{54368 69054 26892},0.007,0.938,116.875
{90898 75418 61069 3861},{54368 69054 46785},0.007,0.938,116.875
{90898 75418 61069 3861},{99608 69054 46785},0.007,0.938,120.527
{90898 75418 61069 3861},{54368 99608 69054},0.007,0.938,116.875
{90898 75418 61069 3861},{54368 99608 46785},0.008,0.969,117.219
{90898 75418 61069 3861},{54368 69054 26892},0.007,0.938,116.875
{54368 46785 61069 3861},{90898 75418 69054},0.007,0.938,113.438
{54368 46785 61069 3861},{90898 99608 69054},0.007,0.938,120.527
{54368 46785 61069 3861},{75418 69054 99608},0.008,0.969,120.771
{54368 46785 61069 3861},{90898 75418 99608},0.008,0.969,117.219
{54368 46785 61069 3861},{99608 69054 26892},0.007,0.938,124.415
{54368 46785 61069 3861},{75418 26892 99608},0.007,0.938,120.527
{54368 46785 61069 3861},{75418 69054 26892},0.007,0.938,116.875
{54368 61069 90898 46785},{75418 69054 3861},0.007,0.938,116.875
{54368 61069 90898 46785},{99608 69054 3861},0.007,0.938,120.527
{54368 61069 90898 46785},{75418 69054 99608},0.007,0.938,116.875
{54368 61069 90898 46785},{75418 99608 3861},0.008,0.969,117.219
{54368 61069 90898 46785},{75418 69054 26892},0.007,0.938,116.875
{54368 61069 90898 3861},{75418 69054 46785},0.007,0.938,116.875
{54368 61069 90898 3861},{99608 69054 46785},0.007,0.938,120.527
{54368 61069 90898 3861},{75418 69054 99608},0.007,0.938,116.875
{54368 61069 90898 3861},{75418 99608 46785},0.008,0.969,117.219
{54368 61069 90898 3861},{75418 69054 26892},0.007,0.938,116.875
{54368 75418 61069 46785},{90898 69054 3861},0.007,0.909,116.875
{54368 75418 61069 46785},{99608 69054 3861},0.008,0.939,120.771
{54368 75418 61069 46785},{90898 99608 69054},0.007,0.909,116.875
{54368 75418 61069 46785},{90898 99608 3861},0.008,0.939,117.111
{54368 75418 61069 46785},{99608 69054 26892},0.007,0.909,120.645
{54368 75418 61069 46785},{99608 26892 3861},0.007,0.909,120.645
{54368 75418 61069 46785},{69054 26892 3861},0.007,0.909,120.645
{54368 75418 61069 46785},{90898 69054 26892},0.007,0.909,116.875
{54368 75418 61069 3861},{90898 69054 46785},0.007,0.909,116.875
{54368 75418 61069 3861},{99608 69054 46785},0.008,0.939,120.771
{54368 75418 61069 3861},{90898 99608 69054},0.007,0.909,116.875
{54368 75418 61069 3861},{90898 99608 46785},0.008,0.939,117.111
{54368 75418 61069 3861},{99608 69054 26892},0.007,0.909,120.645
{54368 75418 61069 3861},{99608 26892 46785},0.007,0.909,120.645
{54368 75418 61069 3861},{69054 26892 46785},0.007,0.909,120.645
{54368 75418 61069 3861},{90898 69054 26892},0.007,0.909,116.875
{54368 75418 90898 61069},{3861 69054 46785},0.007,0.882,113.438
{54368 75418 90898 61069},{99608 69054 46785},0.007,0.882,113.438
{54368 75418 90898 61069},{99608 69054 3861},0.007,0.882,113.438
{54368 75418 90898 61069},{3861 99608 46785},0.008,0.912,110.324
{54368 75418 90898 61069},{99608 69054 26892},0.007,0.882,117.097
{54368 75418 90898 61069},{69054 26892 46785},0.007,0.882,117.097
{54368 75418 90898 61069},{69054 26892 3861},0.007,0.882,117.097
{46785 61069 69054 3861},{54368 75418 90898},0.007,0.968,110.591
{46785 61069 69054 3861},{90898 75418 99608},0.007,0.968,117.097
{46785 61069 69054 3861},{54368 99608 90898},0.007,0.968,117.097
{46785 61069 69054 3861},{54368 75418 99608},0.008,1.000,117.543
{46785 61069 69054 3861},{75418 26892 99608},0.007,0.968,124.415
{46785 61069 69054 3861},{54368 99608 26892},0.007,0.968,124.415
{46785 61069 69054 3861},{54368 75418 26892},0.007,0.968,117.097
{90898 69054 61069 46785},{54368 75418 3861},0.007,0.968,113.751
{90898 69054 61069 46785},{75418 99608 3861},0.007,0.968,117.097
{90898 69054 61069 46785},{54368 99608 3861},0.007,0.968,117.097
{90898 69054 61069 46785},{54368 75418 99608},0.007,0.968,113.751
{90898 69054 61069 46785},{54368 75418 26892},0.007,0.968,117.097
{90898 69054 61069 3861},{54368 75418 46785},0.007,0.968,113.751
{90898 69054 61069 3861},{75418 99608 46785},0.007,0.968,117.097
{90898 69054 61069 3861},{54368 99608 46785},0.007,0.968,117.097
{90898 69054 61069 3861},{54368 75418 99608},0.007,0.968,113.751
